prn,epoch,x_km,y_km,z_km,vx,vy,vz
R07,2020-01-02 16:45,-20795.3848,115.4946,14829.7178,1.942214,-0.580585,2.729148
R07,2020-01-02 17:15,-16889.4629,-1416.6709,19107.9360,2.351675,-1.131225,1.993696
R07,2020-01-02 17:45,-12502.7388,-3958.1606,21914.6294,2.473701,-1.683790,1.104648
R07,2020-01-02 18:15,-8153.5513,-7414.1250,23033.2642,2.314857,-2.129838,0.130148
R07,2020-01-02 18:45,-4308.3979,-11504.2446,22376.7178,1.925292,-2.374677,-0.855058
R07,2020-01-02 19:15,-1310.3394,-15802.4741,19994.1875,1.390027,-2.353435,-1.775204
R07,2020-01-02 19:45,671.5312,-19801.7861,16067.8662,0.814578,-2.042378,-2.559224
R07,2020-01-02 20:15,1663.3027,-22993.5137,10899.5015,0.307207,-1.463581,-3.146215
R07,2020-01-02 20:45,1874.6274,-24948.3906,4887.6494,-0.039306,-0.682095,-3.490239
R07,2020-01-02 21:15,1656.1353,-25385.9102,-1502.8130,-0.163349,0.204037,-3.564060
R07,2020-01-02 21:45,1432.9492,-24220.3867,-7776.6772,-0.044964,1.079326,-3.361463
R07,2020-01-02 22:15,1625.4756,-21575.8511,-13447.0791,0.290715,1.829428,-2.897893
R07,2020-01-02 22:45,2570.9116,-17767.1089,-18073.7339,0.777699,2.359614,-2.209323
R07,2020-01-02 23:15,4458.8828,-13250.0234,-21297.5620,1.320380,2.610002,-1.349405
R07,2020-01-02 23:45,7292.2466,-8549.3154,-22868.8462,1.809853,2.564943,-0.385183
R08,2020-01-02 00:15,-15440.7041,-19912.8813,-3871.6104,0.243249,0.503331,-3.518996
R08,2020-01-02 00:45,-14378.7817,-18525.1372,-9973.7559,0.952592,0.999806,-3.216972
R08,2020-01-02 01:15,-11986.9092,-16466.0723,-15302.3809,1.702326,1.243622,-2.665062
R08,2020-01-02 01:45,-8294.8013,-14207.1016,-19443.2598,2.378330,1.223970,-1.905841
R08,2020-01-02 02:15,-3533.5938,-12198.0059,-22074.1733,2.874073,0.975262,-0.998291
R08,2020-01-02 02:45,1894.1802,-10790.1729,-22990.4199,3.108338,0.570746,-0.013136
R08,2020-01-02 03:15,7473.2188,-10177.4961,-22121.0005,3.038828,0.109562,0.972788
R08,2020-01-02 03:45,12653.0127,-10364.9180,-19534.1377,2.669291,-0.300583,1.882661
R08,2020-01-02 04:15,16931.4570,-11169.8813,-15431.7085,2.049019,-0.562128,2.645783
R08,2020-01-02 04:45,19930.6289,-12256.3203,-10133.1035,1.264787,-0.604581,3.203144
R08,2020-01-02 05:15,21452.2271,-13195.3081,-4049.8906,0.426632,-0.396786,3.511993
R08,2020-01-02 05:45,21503.6333,-13541.9717,2346.5791,-0.350094,0.047513,3.549065
R08,2020-01-02 06:15,20290.5605,-12915.6489,8561.9561,-0.963375,0.671684,3.312202
R08,2020-01-02 06:45,18177.8379,-11069.7974,14117.0991,-1.340787,1.385396,2.820314
R08,2020-01-02 07:15,15625.1494,-7940.0361,18584.7349,-1.450698,2.079382,2.111722
R08,2020-01-02 07:45,13108.5547,-3662.4160,21621.8286,-1.306659,2.643290,1.241088
R08,2020-01-02 08:15,11040.7910,1441.0513,22995.3628,-0.964361,2.983704,0.275213
R08,2020-01-02 08:45,9703.3965,6907.2422,22599.7764,-0.511743,3.039433,-0.711971
R08,2020-01-02 09:15,9201.6553,12199.9551,20464.9102,-0.053870,2.791626,-1.644882
R08,2020-01-02 09:45,9449.6465,16790.2354,16753.9302,0.304935,2.267137,-2.451890
R08,2020-01-02 10:15,10187.8301,20236.1411,11751.3125,0.478884,1.534525,-3.070695
R08,2020-01-02 10:45,11030.3569,22249.0571,5841.6211,0.415498,0.693313,-3.453118
R08,2020-01-02 11:15,11534.4111,22735.7476,-519.5410,0.104957,-0.141878,-3.568948
R08,2020-01-02 11:45,11280.1597,21809.1235,-6840.3794,-0.417638,-0.859747,-3.408484
R08,2020-01-02 12:15,9947.9546,19765.7842,-12630.9683,-1.077561,-1.370289,-2.983527
R08,2020-01-02 12:45,7379.6943,17033.9170,-17441.5474,-1.772529,-1.619282,-2.326637
R08,2020-01-02 13:15,3613.7744,14100.1768,-20897.9395,-2.389568,-1.596808,-1.488692
R08,2020-01-02 13:45,-1112.5776,11427.8013,-22731.1489,-2.823863,-1.338331,-0.534906
R08,2020-01-02 14:15,-6394.2603,9379.7646,-22798.6592,-2.996371,-0.918095,0.460342
R08,2020-01-02 14:45,-11717.5776,8159.9404,-21095.6597,-2.867219,-0.436006,1.419451
R08,2020-01-02 15:15,-16538.0371,7782.1475,-17755.2900,-2.442589,-0.000222,2.267769
R08,2020-01-02 15:45,-20363.7349,8072.1851,-13037.9229,-1.773948,0.291563,2.939509
R08,2020-01-02 16:15,-22830.4668,8702.3306,-7310.4307,-0.949772,0.368950,3.382899
R08,2020-01-02 16:45,-23756.1709,9252.2612,-1017.1875,-0.081181,0.200954,3.564144
R08,2020-01-02 17:15,-23165.8159,9285.9561,5354.7715,0.716057,-0.198607,3.469914
R08,2020-01-02 17:45,-21282.8857,8431.5215,11313.5879,1.340120,-0.773290,3.108180
R08,2020-01-02 18:15,-18489.1787,6450.5278,16400.4146,1.719256,-1.433317,2.507380
R08,2020-01-02 18:45,-15259.8398,3285.3374,20224.3535,1.822805,-2.070391,1.714065
R08,2020-01-02 19:15,-12084.5078,-923.3618,22491.9482,1.665406,-2.575523,0.789250
R08,2020-01-02 19:45,-9387.5552,-5851.6890,23029.1763,1.303802,-2.856997,-0.196208
R08,2020-01-02 20:15,-7460.3975,-11037.9316,21794.4824,0.826814,-2.855550,-1.166896
R08,2020-01-02 20:45,-6416.8037,-15950.9058,18881.9829,0.340162,-2.554386,-2.048418
R08,2020-01-02 21:15,-6178.4111,-20070.3701,14514.6162,-0.051457,-1.982383,-2.772937
R08,2020-01-02 21:45,-6492.8013,-22966.5967,9027.6167,-0.262136,-1.209942,-3.284321
R08,2020-01-02 22:15,-6981.2275,-24366.1948,2843.3599,-0.239478,-0.338056,-3.542527
R08,2020-01-02 22:45,-7208.1973,-24193.3574,-3560.7344,0.026196,0.517698,-3.526871
R08,2020-01-02 23:15,-6761.3921,-22579.5835,-9688.9277,0.499747,1.245695,-3.237856
R08,2020-01-02 23:45,-5328.5127,-19840.0649,-15065.7231,1.106700,1.756245,-2.697353
R09,2020-01-02 00:15,20592.5557,-10024.7285,11176.7427,1.472814,-0.425968,-3.105138
R09,2020-01-02 00:45,22494.6104,-10761.6396,5226.5073,0.632970,-0.351736,-3.463213
R09,2020-01-02 01:15,22878.7358,-11144.9546,-1129.2485,-0.194546,-0.035641,-3.552707
R09,2020-01-02 01:45,21867.9102,-10766.3247,-7397.2979,-0.900043,0.485179,-3.366369
R09,2020-01-02 02:15,19764.9883,-9320.3530,-13090.9360,-1.396092,1.135040,-2.918657
R09,2020-01-02 02:45,16999.2339,-6663.6372,-17768.2910,-1.631548,1.812160,-2.244589
R09,2020-01-02 03:15,14052.8813,-2846.9873,-21067.0112,-1.599407,2.405581,-1.396897
R09,2020-01-02 03:45,11380.1787,1884.7373,-22732.4810,-1.337189,2.813704,-0.441744
R09,2020-01-02 04:15,9332.5708,7125.2163,-22637.3403,-0.919844,2.961268,0.546584
R09,2020-01-02 04:45,8102.4995,12366.2480,-20790.8760,-0.446471,2.811942,1.491541
R09,2020-01-02 05:15,7695.0278,17074.4292,-17337.7212,-0.023129,2.374475,2.320262
R09,2020-01-02 05:45,7931.7583,20772.2983,-12546.1328,0.255348,1.701446,2.969124
R09,2020-01-02 06:15,8486.0981,23110.6685,-6786.9009,0.321510,0.880868,3.388538
R09,2020-01-02 06:45,8943.7788,23920.4258,-504.5977,0.146805,0.022094,3.546621
R09,2020-01-02 07:15,8878.4263,23235.4917,5816.6021,-0.253436,-0.761685,3.431517
R09,2020-01-02 07:45,7929.5737,21283.3755,11689.9331,-0.822304,-1.371449,3.052210
R09,2020-01-02 08:15,5870.1655,18445.0464,16663.1323,-1.470513,-1.737969,2.437801
R09,2020-01-02 08:45,2652.3623,15190.7817,20352.8740,-2.090988,-1.832511,1.635307
R09,2020-01-02 09:15,-1576.0244,12002.5459,22474.0420,-2.576450,-1.670895,0.706152
R09,2020-01-02 09:45,-6487.3579,9295.5938,22861.6929,-2.837189,-1.310289,-0.278399
R09,2020-01-02 10:15,-11619.9414,7352.1196,21484.0620,-2.816103,-0.839211,-1.242566
R09,2020-01-02 10:45,-16446.5317,6277.8594,18445.5547,-2.498569,-0.362367,-2.111801
R09,2020-01-02 11:15,-20454.5918,5988.8589,13979.3335,-1.915432,0.017237,-2.818525
R09,2020-01-02 11:45,-23225.2314,6230.6924,8429.8647,-1.138548,0.215961,-3.307479
R09,2020-01-02 12:15,-24497.7935,6627.0439,2226.5625,-0.269506,0.184014,-3.540185
R09,2020-01-02 12:45,-24209.2734,6749.5586,-4149.5249,0.576674,-0.085737,-3.498158
R09,2020-01-02 13:15,-22501.8638,6197.1714,-10203.3877,1.290141,-0.556218,-3.184490
R09,2020-01-02 13:45,-19697.2891,4671.3857,-15465.0010,1.783988,-1.152138,-2.623664
R09,2020-01-02 14:15,-16242.2471,2034.5996,-19526.2969,2.008115,-1.772554,-1.859570
R09,2020-01-02 14:45,-12634.2100,-1658.5347,-22073.0996,1.956870,-2.307845,-0.951927
R09,2020-01-02 15:15,-9340.1348,-6162.1172,-22909.4360,1.669193,-2.658168,0.028532
R09,2020-01-02 15:45,-6721.7197,-11072.2295,-21972.3711,1.221317,-2.750303,1.005701
R09,2020-01-02 16:15,-4979.5879,-15886.8584,-19336.3315,0.713342,-2.550053,1.904056
R09,2020-01-02 16:45,-4125.4746,-20082.5581,-15206.7700,0.251999,-2.068184,2.654470
R09,2020-01-02 17:15,-3986.7290,-23195.2153,-9903.8179,-0.067513,-1.358996,3.199456
R09,2020-01-02 17:45,-4242.0757,-24891.7021,-3837.3032,-0.177611,-0.511777,3.497458
R09,2020-01-02 18:15,-4482.4360,-25020.7764,2524.8828,-0.049713,0.363393,3.525910
R09,2020-01-02 18:45,-4286.5552,-23635.0317,8692.6514,0.300922,1.153158,3.282856
R09,2020-01-02 19:15,-3298.8179,-20980.4517,14191.1099,0.817631,1.758876,2.787024
R09,2020-01-02 19:45,-1296.3335,-17455.3843,18596.7266,1.411664,2.112138,2.076389
R09,2020-01-02 20:15,1765.8545,-13545.7026,21569.6021,1.976839,2.185345,1.205321
R09,2020-01-02 20:45,5739.0103,-9746.7407,22879.5093,2.407163,1.995631,0.240545
R09,2020-01-02 21:15,10297.2163,-6484.7236,22423.7700,2.614568,1.601492,-0.743830
R09,2020-01-02 21:45,14983.7319,-4050.5146,20235.5972,2.543885,1.092653,-1.671882
R09,2020-01-02 22:15,19279.8857,-2556.5449,16482.1455,2.182553,0.574792,-2.471673
R09,2020-01-02 22:45,22685.4160,-1924.0703,11452.2344,1.563428,0.151584,-3.080855
R09,2020-01-02 23:15,24797.0977,-1902.9531,5534.4712,0.760084,-0.092967,-3.451654
R09,2020-01-02 23:45,25372.6055,-2120.7271,-812.6978,-0.124681,-0.108932,-3.554789
R10,2020-01-02 00:15,-913.4282,-10959.9707,23007.6372,3.072552,-0.702508,-0.206284
R10,2020-01-02 00:45,4391.5630,-12585.8311,21751.4849,2.775423,-1.081918,-1.180195
R10,2020-01-02 01:15,8930.4121,-14748.8169,18814.3774,2.233370,-1.285557,-2.061951
R10,2020-01-02 01:45,12337.1934,-17068.3496,14424.6206,1.534534,-1.248098,-2.783861
R10,2020-01-02 02:15,14426.1616,-19081.5352,8921.8872,0.788184,-0.944786,-3.290644
R10,2020-01-02 02:45,15213.9614,-20321.4897,2731.0332,0.106829,-0.396103,-3.543529
R10,2020-01-02 03:15,14908.8491,-20397.3838,-3670.4253,-0.412066,0.335006,-3.523135
R10,2020-01-02 03:45,13868.8789,-19063.0376,-9788.7427,-0.701778,1.152905,-3.230927
R10,2020-01-02 04:15,12536.0977,-16262.7422,-15151.6216,-0.736940,1.944463,-2.689131
R10,2020-01-02 04:45,11357.6313,-12146.6567,-19344.3599,-0.537282,2.597187,-1.939121
R10,2020-01-02 05:15,10706.7314,-7053.0688,-22041.7769,-0.163924,3.017405,-1.038374
R10,2020-01-02 05:45,10816.8853,-1460.1802,-23033.5088,0.291224,3.145480,-0.056187
R10,2020-01-02 06:15,11740.0054,4084.9351,-22240.7080,0.721263,2.965595,0.931542
R10,2020-01-02 06:45,13335.8315,9048.7407,-19722.7490,1.022695,2.508420,1.848125
R10,2020-01-02 07:15,15294.5391,12991.5957,-15673.2646,1.113403,1.846171,2.622063
R10,2020-01-02 07:45,17189.0063,15632.8115,-10405.6021,0.947164,1.080788,3.192735
R10,2020-01-02 08:15,18548.1528,16889.5938,-4328.6719,0.522182,0.327136,3.515310
R10,2020-01-02 08:45,18939.0352,16883.3237,2085.0083,-0.117857,-0.305961,3.564437
R10,2020-01-02 09:15,18043.7866,15912.1548,8336.5190,-0.890498,-0.733643,3.336332
R10,2020-01-02 09:45,15718.2583,14394.6431,13939.8999,-1.687847,-0.908805,2.849073
R10,2020-01-02 10:15,12022.3315,12794.1030,18460.3804,-2.394254,-0.829414,2.141056
R10,2020-01-02 10:45,7216.7402,11536.6367,21548.3057,-2.905300,-0.538134,1.267802
R10,2020-01-02 11:15,1726.9590,10936.7549,22966.0547,-3.144885,-0.114403,0.297432
R10,2020-01-02 11:45,-3919.7539,11143.0532,22605.9434,-3.077557,0.339602,-0.694757
R10,2020-01-02 12:15,-9173.6748,12112.9004,20497.8950,-2.714118,0.716692,-1.632154
R10,2020-01-02 12:45,-13545.2598,13620.1313,16806.5166,-2.109678,0.923098,-2.442673
R10,2020-01-02 13:15,-16677.6792,15294.2671,11817.9746,-1.354538,0.894581,-3.064178
R10,2020-01-02 13:45,-18397.5796,16684.6211,5917.7847,-0.559453,0.607598,-3.449109
R10,2020-01-02 14:15,-18736.0210,17338.6299,-438.7876,0.162316,0.083728,-3.568007
R10,2020-01-02 14:45,-17916.3843,16881.4590,-6761.4995,0.713247,-0.613357,-3.411712
R10,2020-01-02 15:15,-16311.4009,15083.7485,-12562.5283,1.027148,-1.387868,-2.992061
R10,2020-01-02 15:45,-14376.4678,11906.2505,-17393.7402,1.079559,-2.127235,-2.341046
R10,2020-01-02 16:15,-12570.2524,7513.8774,-20881.0718,0.891267,-2.720307,-1.508469
R10,2020-01-02 16:45,-11275.7070,2256.5986,-22753.4541,0.524344,-3.075468,-0.558250
R10,2020-01-02 17:15,-10734.5698,-3379.9595,-22864.0679,0.071322,-3.135719,0.436349
R10,2020-01-02 17:45,-11006.2998,-8846.3896,-21202.2344,-0.360754,-2.888219,1.398293
R10,2020-01-02 18:15,-11958.4150,-13612.2661,-17894.8828,-0.668790,-2.366653,2.252723
R10,2020-01-02 18:45,-13290.0410,-17246.2734,-13197.2876,-0.771552,-1.645966,2.932844
R10,2020-01-02 19:15,-14584.9038,-19480.4629,-7473.6025,-0.623998,-0.830226,3.385299
R10,2020-01-02 19:45,-15384.9683,-20247.9053,-1168.5728,-0.225542,-0.035615,3.574518
R10,2020-01-02 20:15,-15272.2856,-19687.4009,5227.3735,0.379228,0.628633,3.485663
R10,2020-01-02 20:45,-13945.1123,-18114.4922,11216.8018,1.107551,1.078078,3.125839
R10,2020-01-02 21:15,-11275.2676,-15963.7690,16334.4863,1.852031,1.266653,2.523472
R10,2020-01-02 21:45,-7336.9297,-13712.3887,20183.8828,2.498373,1.193669,1.725914
R10,2020-01-02 22:15,-2401.9707,-11797.8472,22467.8887,2.944287,0.903114,0.795547
R10,2020-01-02 22:45,3097.3574,-10543.8950,23011.5088,3.116347,0.475454,-0.195246
R10,2020-01-02 23:15,8632.1167,-10106.9277,21774.7969,2.982040,0.013420,-1.169772
R10,2020-01-02 23:45,13656.2046,-10451.5996,18855.2881,2.555068,-0.375782,-2.052946
R11,2020-01-02 00:15,-11799.8125,-7943.8530,21197.6436,2.843480,-0.554861,1.372028
R11,2020-01-02 00:45,-6546.7109,-9376.0762,22817.8813,2.942915,-1.032802,0.416489
R11,2020-01-02 01:15,-1382.6528,-11616.5664,22677.3013,2.748308,-1.435469,-0.571794
R11,2020-01-02 01:45,3196.4702,-14440.2212,20785.5293,2.303749,-1.666479,-1.516671
R11,2020-01-02 02:15,6809.0537,-17470.3794,17287.3291,1.690336,-1.656301,-2.345100
R11,2020-01-02 02:45,9243.0073,-20239.0410,12451.8994,1.012675,-1.374546,-2.992773
R11,2020-01-02 03:15,10482.8374,-22263.6826,6652.4746,0.381521,-0.835833,-3.409168
R11,2020-01-02 03:45,10704.0811,-23127.9805,337.6777,-0.104608,-0.098197,-3.561617
R11,2020-01-02 04:15,10236.0527,-22552.9658,-6003.2583,-0.375760,0.745811,-3.437983
R11,2020-01-02 04:45,9499.1719,-20446.5977,-11878.6611,-0.402057,1.583874,-3.047723
R11,2020-01-02 05:15,8927.4800,-16923.2856,-16832.9141,-0.198394,2.302072,-2.421177
R11,2020-01-02 05:45,8889.5200,-12289.9526,-20482.1157,0.178460,2.803360,-1.607153
R11,2020-01-02 06:15,9621.0088,-7000.8906,-22544.0098,0.639874,3.023273,-0.669025
R11,2020-01-02 06:45,11180.7070,-1588.9014,-22859.8086,1.080747,2.940199,0.320306
R11,2020-01-02 07:15,13436.9180,3415.8369,-21406.2466,1.397654,2.578560,1.284150
R11,2020-01-02 07:45,16086.8389,7565.7886,-18297.0244,1.506687,2.004416,2.148003
R11,2020-01-02 08:15,18705.4976,10561.8506,-13773.6421,1.358025,1.314288,2.845284
R11,2020-01-02 08:45,20816.0781,12294.2554,-8186.4302,0.944798,0.619075,3.322425
R11,2020-01-02 09:15,21969.9268,12852.0942,-1967.3013,0.304827,0.025755,3.542918
R11,2020-01-02 09:45,21822.9614,12500.1665,4403.6304,-0.485050,-0.380110,3.490046
R11,2020-01-02 10:15,20195.8271,11627.2456,10434.9927,-1.321107,-0.548198,3.168084
R11,2020-01-02 10:45,17107.8564,10674.5244,15661.8286,-2.089301,-0.471327,2.601912
R11,2020-01-02 11:15,12779.2100,10056.2051,19681.1636,-2.683566,-0.186162,1.835073
R11,2020-01-02 11:45,7600.7891,10085.4526,22182.8105,-3.022837,0.233356,0.926467
R11,2020-01-02 12:15,2076.7495,10917.9819,22973.1499,-3.064046,0.688769,-0.054105
R11,2020-01-02 12:45,-3251.1055,12522.6680,21990.1255,-2.808983,1.073948,-1.031189
R11,2020-01-02 13:15,-7884.8247,14684.1372,19308.3169,-2.303898,1.293285,-1.929390
R11,2020-01-02 13:45,-11444.5010,17037.0747,15133.6182,-1.631873,1.278256,-2.679141
R11,2020-01-02 14:15,-13723.0410,19126.7471,9787.7993,-0.899165,0.999568,-3.222110
R11,2020-01-02 14:45,-14712.5176,20485.8218,3683.9600,-0.217728,0.472851,-3.515836
R11,2020-01-02 15:15,-14597.7412,20714.7402,-2705.3438,0.313228,-0.243157,-3.537172
R11,2020-01-02 15:45,-13718.1216,19552.1406,-8884.8604,0.623517,-1.055706,-3.284233
R11,2020-01-02 16:15,-12504.2583,16923.3823,-14375.3643,0.683371,-1.852920,-2.776602
R11,2020-01-02 16:45,-11400.0044,12958.8711,-18751.1890,0.507955,-2.521994,-2.053805
R11,2020-01-02 17:15,-10783.2251,7978.9561,-21673.4956,0.154278,-2.967606,-1.172144
R11,2020-01-02 17:45,-10898.6807,2447.8364,-22916.6021,-0.288978,-3.127442,-0.200206
R11,2020-01-02 18:15,-11814.3306,-3095.8853,-22385.3169,-0.716944,-2.982262,0.786567
R11,2020-01-02 18:45,-13408.3594,-8120.5117,-20121.9976,-1.026718,-2.558835,1.711782
R11,2020-01-02 19:15,-15389.0122,-12181.0356,-16302.8970,-1.135149,-1.925340,2.504023
R11,2020-01-02 19:45,-17343.8335,-14984.3569,-11224.1880,-0.993267,-1.180019,3.102318
R11,2020-01-02 20:15,-18810.0342,-16429.3770,-5278.8252,-0.594997,-0.435001,3.460784
R11,2020-01-02 20:45,-19354.2290,-16615.6064,1073.9165,0.021282,0.202019,3.552078
R11,2020-01-02 21:15,-18648.2798,-15819.1240,7343.8550,0.778562,0.645225,3.369411
R11,2020-01-02 21:45,-16528.6514,-14440.1016,13047.5522,1.573436,0.844397,2.927005
R11,2020-01-02 22:15,-13029.4360,-12930.7358,17745.3296,2.292722,0.792661,2.258942
R11,2020-01-02 22:45,-8383.5420,-11715.6138,21074.8804,2.831723,0.527038,1.416558
R11,2020-01-02 23:15,-2991.7432,-11117.7085,22778.9902,3.111177,0.121727,0.464547
R11,2020-01-02 23:45,2635.4746,-11302.2520,22725.3218,3.090127,-0.324759,-0.523910
R12,2020-01-02 00:15,-23599.4531,406.7163,9664.1353,1.322991,-0.126524,3.247360
R12,2020-01-02 00:45,-20592.2690,-197.9707,15060.1914,1.981755,-0.570865,2.709416
R12,2020-01-02 01:15,-16617.3140,-1712.4766,19292.4658,2.388256,-1.121266,1.962728
R12,2020-01-02 01:45,-12169.8677,-4235.3218,22035.3115,2.504114,-1.672853,1.065255
R12,2020-01-02 02:15,-7773.2930,-7669.7939,23078.3750,2.336814,-2.116673,0.086303
R12,2020-01-02 02:45,-3897.1045,-11733.2622,22342.3022,1.937753,-2.358055,-0.898806
R12,2020-01-02 03:15,-885.1108,-15997.8618,19884.4722,1.393165,-2.332628,-1.814431
R12,2020-01-02 03:45,1094.7695,-19955.9170,15894.4297,0.809456,-2.017413,-2.590283
R12,2020-01-02 04:15,2071.0068,-23099.4727,10679.4146,0.295336,-1.435192,-3.166709
R12,2020-01-02 04:45,2256.0811,-25001.0254,4641.0137,-0.056344,-0.651443,-3.499203
R12,2020-01-02 05:15,2003.3730,-25382.2632,-1755.3926,-0.184097,0.235731,-3.561856
R12,2020-01-02 05:45,1740.4995,-24159.5259,-8016.1943,-0.068100,1.111061,-3.349434
R12,2020-01-02 06:15,1890.1802,-21458.3906,-13657.4814,0.266453,1.860476,-2.877900
R12,2020-01-02 06:45,2791.8564,-17594.8325,-18242.4512,0.753537,2.389366,-2.183313
R12,2020-01-02 07:15,4637.2534,-13025.9077,-21415.3857,1.297392,2.637698,-1.319138
R12,2020-01-02 07:45,7430.8374,-8277.9902,-22929.5044,1.788701,2.589488,-0.352168
R12,2020-01-02 08:15,10982.0156,-3864.3545,-22666.4502,2.123187,2.274996,0.642626
R12,2020-01-02 08:45,14930.6523,-205.7227,-20645.8101,2.219506,1.765280,1.587950
R12,2020-01-02 09:15,18801.8784,2433.0630,-17023.8345,2.033431,1.159977,2.410257
R12,2020-01-02 09:45,22081.1978,3979.7578,-12081.3823,1.565899,0.570370,3.045563
R12,2020-01-02 10:15,24297.4268,4558.7773,-6201.9912,0.863531,0.100562,3.444524
R12,2020-01-02 10:45,25099.6001,4462.0811,158.1938,0.011497,-0.170036,3.576341
R12,2020-01-02 11:15,24314.9546,4091.9609,6506.1865,-0.880063,-0.199964,3.431139
R12,2020-01-02 11:45,21978.3125,3885.5669,12350.7026,-1.693789,0.007542,3.020646
R12,2020-01-02 12:15,18328.0210,4234.0400,17240.3315,-2.323976,0.405382,2.377122
R12,2020-01-02 12:45,13769.2593,5409.9448,20798.3159,-2.693445,0.910830,1.550689
R12,2020-01-02 13:15,8810.9321,7515.1543,22751.2739,-2.765622,1.419697,0.605326
R12,2020-01-02 13:45,3986.6528,10457.8438,22949.7817,-2.549902,1.824045,-0.386104
R12,2020-01-02 14:15,-227.2095,13962.3521,21379.4258,-2.099519,2.030492,-1.347406
R12,2020-01-02 14:45,-3483.1240,17610.2852,18161.6279,-1.502327,1.976134,-2.204794
R12,2020-01-02 15:15,-5612.0859,20906.1416,13544.2876,-0.866034,1.639507,-2.892414
R12,2020-01-02 15:45,-6643.5044,23356.7954,7882.9155,-0.300288,1.044799,-3.357309
R12,2020-01-02 16:15,-6792.1572,24551.8691,1613.6162,0.101480,0.258606,-3.563468
R12,2020-01-02 16:45,-6414.4771,24231.8105,-4780.1543,0.277509,-0.620298,-3.494647
R12,2020-01-02 17:15,-5941.4331,22332.4229,-10804.6309,0.207894,-1.476551,-3.155727
R12,2020-01-02 17:45,-5799.1816,18998.3428,-15993.7856,-0.082208,-2.196628,-2.572470
R12,2020-01-02 18:15,-6330.7534,14563.0522,-19945.4614,-0.526929,-2.687082,-1.789638
R12,2020-01-02 18:45,-7731.9629,9498.5376,-22352.7461,-1.030929,-2.889561,-0.867619
R12,2020-01-02 19:15,-10012.4233,4342.7510,-23028.0913,-1.485657,-2.790089,0.122211
R12,2020-01-02 19:45,-12988.4023,-383.2153,-21918.2114,-1.787967,-2.421058,1.103021
R12,2020-01-02 20:15,-16308.9429,-4254.5908,-19108.5181,-1.857942,-1.855547,1.998549
R12,2020-01-02 20:45,-19511.0737,-7005.8828,-14816.6597,-1.652920,-1.194918,2.739108
R12,2020-01-02 21:15,-22094.9912,-8566.9219,-9375.6040,-1.175337,-0.551743,3.267105
R12,2020-01-02 21:45,-23606.6621,-9066.0908,-3207.5732,-0.473008,-0.030938,3.541618
R12,2020-01-02 22:15,-23713.9907,-8800.3794,3209.0703,0.368210,0.287703,3.541602
R12,2020-01-02 22:45,-22263.7427,-8177.5005,9377.2983,1.238146,0.362638,3.267479
R12,2020-01-02 23:15,-19309.7100,-7640.0283,14820.1724,2.020092,0.197153,2.740975
R12,2020-01-02 23:45,-15107.4614,-7584.4707,19117.7622,2.609610,-0.161663,2.003267
R13,2020-01-02 00:15,-22333.5469,9083.7227,-8340.3374,-1.077285,0.403502,3.330914
R13,2020-01-02 00:45,-23492.0938,9714.2461,-2099.7700,-0.209888,0.255428,3.558047
R13,2020-01-02 01:15,-23123.6787,9860.0679,4303.1357,0.600337,-0.129820,3.510071
R13,2020-01-02 03:15,-16600.8096,16161.4341,10651.7944,0.924273,-1.141933,3.168313
R13,2020-01-02 03:45,-9779.1343,-4853.2515,23036.8149,1.315463,-2.872232,-0.046346
R13,2020-01-02 04:15,-7823.5806,-10098.4019,22062.5146,0.844893,-2.905522,-1.029153
R13,2020-01-02 04:45,-6749.6011,-15130.2036,19379.8862,0.354212,-2.635514,-1.932135
R13,2020-01-02 05:15,-6496.2075,-19418.5698,15196.9258,-0.050049,-2.087486,-2.685350
R13,2020-01-02 05:45,-6823.8804,-22518.4893,9837.7729,-0.278934,-1.329432,-3.230531
R13,2020-01-02 06:15,-7360.6001,-24138.1177,3717.4688,-0.276318,-0.461235,-3.525609
R13,2020-01-02 06:45,-7670.6411,-24182.3281,-2690.3589,-0.028593,0.401402,-3.547967
R13,2020-01-02 07:15,-7334.5020,-22764.5757,-8890.2686,0.432828,1.145576,-3.296135
R13,2020-01-02 07:45,-6026.4834,-20185.2637,-14403.3657,1.036585,1.679274,-2.789833
R13,2020-01-02 08:15,-3576.8760,-16880.3359,-18804.2290,1.683146,1.945896,-2.068356
R13,2020-01-02 08:45,-8.3291,-13348.7451,-21753.5522,2.261318,1.932884,-1.187466
R13,2020-01-02 09:15,4459.7056,-10070.8550,-23024.0679,2.666709,1.673038,-0.215081
R13,2020-01-02 09:45,9439.2812,-7431.2383,-22517.8486,2.819148,1.238385,0.773921
R13,2020-01-02 10:15,14430.4814,-5658.5205,-20273.7666,2.676194,0.727647,1.703385
R13,2020-01-02 10:45,18897.0317,-4792.0635,-16464.5791,2.240532,0.249359,2.501657
R13,2020-01-02 11:15,22348.7275,-4680.8926,-11383.8291,1.560044,-0.096575,3.107048
R13,2020-01-02 11:45,24417.2573,-5014.9722,-5423.4785,0.720492,-0.235880,3.472608
R13,2020-01-02 12:15,24912.9731,-5383.6172,956.1289,-0.168045,-0.132635,3.569816
R13,2020-01-02 12:45,23853.2280,-5351.2837,7261.7344,-0.988771,0.204419,3.390875
R13,2020-01-02 13:15,21457.5278,-4538.0317,13005.3545,-1.636924,0.723077,2.949416
