prn,epoch,x_km,y_km,z_km,vx,vy,vz
R19,2020-01-02 09:45,-20733.6387,6432.7139,13405.7573,1.647323,-0.838123,2.950923
R19,2020-01-02 10:15,-17423.0249,4326.3535,18130.9731,1.983241,-1.505186,2.265273
R19,2020-01-02 10:45,-13769.5020,1038.6255,21455.5439,2.028219,-2.131359,1.404747
R19,2020-01-02 11:15,-10283.1299,-3254.5791,23122.8267,1.805166,-2.604977,0.435775
R19,2020-01-02 11:45,-7392.8687,-8192.5664,23004.0601,1.379907,-2.835284,-0.566897
R19,2020-01-02 12:15,-5378.7622,-13281.9429,21108.2500,0.849655,-2.767712,-1.525924
R19,2020-01-02 12:45,-4329.8555,-17971.2437,17581.5269,0.326349,-2.393282,-2.367267
R19,2020-01-02 13:15,-4134.7041,-21735.9365,12696.0146,-0.082393,-1.750569,-3.025876
R19,2020-01-02 13:45,-4505.9712,-24159.9180,6828.9951,-0.291570,-0.919884,-3.450725
R19,2020-01-02 14:15,-5034.9609,-25000.1030,433.8877,-0.253301,-0.010564,-3.608801
R19,2020-01-02 14:45,-5266.9561,-24223.4429,-5994.7646,0.034899,0.856534,-3.487734
R19,2020-01-02 15:15,-4784.7041,-22010.2095,-11959.6094,0.529475,1.568471,-3.096799
R19,2020-01-02 15:45,-3285.9868,-18722.9941,-16999.0820,1.147959,2.038351,-2.466225
R19,2020-01-02 16:15,-642.1621,-14846.5864,-20723.2305,1.782681,2.219095,-1.644834
R19,2020-01-02 16:45,3072.2432,-10908.7466,-22843.9531,2.318776,2.110591,-0.696225
R19,2020-01-02 17:15,7583.9907,-7395.0615,-23197.2837,2.653469,1.759041,0.306171
R19,2020-01-02 17:45,12459.0371,-4671.9805,-21756.0361,2.713433,1.248652,1.284795
R19,2020-01-02 18:15,17167.7446,-2930.7310,-18631.8604,2.467344,0.687076,2.163946
R19,2020-01-02 18:45,21166.7227,-2161.2998,-14066.5688,1.931546,0.187037,2.875637
R19,2020-01-02 19:15,23983.8506,-2160.6504,-8413.3984,1.167866,-0.152802,3.364856
R19,2020-01-02 19:45,25292.4795,-2573.6753,-2109.6440,0.273938,-0.264561,3.593826
R19,2020-01-02 20:15,24962.5640,-2959.9077,4357.2271,-0.632387,-0.122641,3.544939
R19,2020-01-02 20:45,23080.2959,-2874.7329,10487.3315,-1.431967,0.251891,3.222092
R19,2020-01-02 21:15,19933.0283,-1951.4224,15807.0371,-2.023459,0.794782,2.650357
R19,2020-01-02 21:45,15962.0542,29.8052,19905.5166,-2.339443,1.409327,1.873985
R19,2020-01-02 22:15,11691.1274,3097.3076,22466.3638,-2.356887,1.982555,0.952953
R19,2020-01-02 22:45,7642.5625,7075.6104,23291.8818,-2.100287,2.404183,-0.041667
R19,2020-01-02 23:15,4254.7432,11607.2476,22318.2427,-1.636996,2.585180,-1.033161
R19,2020-01-02 23:45,1814.5713,16205.3755,19620.4053,-1.065535,2.472920,-1.945023
R20,2020-01-02 00:15,12951.8721,-15447.3350,15617.3105,-0.894049,1.953702,2.679960
R20,2020-01-02 00:45,11483.5767,-11300.8340,19774.7793,-0.699736,2.621582,1.909557
R20,2020-01-02 01:15,10546.3652,-6151.6528,22403.3726,-0.317295,3.053961,0.992284
R20,2020-01-02 01:45,10398.2554,-486.6382,23301.3853,0.159493,3.187764,-0.000829
R20,2020-01-02 02:15,11111.0117,5133.3369,22400.8555,0.620485,3.004923,-0.993170
R20,2020-01-02 02:45,12557.5327,10158.0508,19772.3613,0.958072,2.535148,-1.908399
R20,2020-01-02 03:15,14433.3086,14130.5864,15619.2915,1.085606,1.850952,-2.676220
R20,2020-01-02 03:45,16308.3101,16754.6021,10262.1099,0.952324,1.055773,-3.237670
R20,2020-01-02 04:15,17700.7065,17935.3921,4113.7969,0.552341,0.267129,-3.549566
R20,2020-01-02 04:45,18160.2456,17788.1836,-2351.7090,-0.073758,-0.402440,-3.587800
R20,2020-01-02 05:15,17347.5059,16612.4341,-8635.7603,-0.845038,-0.863570,-3.349210
R20,2020-01-02 05:45,15095.8701,14836.4404,-14253.2266,-1.653036,-1.064401,-2.851893
R20,2020-01-02 06:15,11445.8340,12941.4556,-18769.8257,-2.379248,-0.998693,-2.133900
R20,2020-01-02 06:45,6645.7681,11377.9087,-21835.6929,-2.914396,-0.706369,-1.250386
R20,2020-01-02 07:15,1118.7671,10487.6572,-23212.6084,-3.176326,-0.266352,-0.269452
R20,2020-01-02 07:45,-4599.2100,10445.2578,-22792.7319,-3.123549,0.217110,0.733067
R20,2020-01-02 08:15,-9939.9146,11228.1147,-20607.3354,-2.762201,0.632410,1.679444
R20,2020-01-02 08:45,-14388.9507,12620.6162,-16824.7573,-2.145178,0.879838,2.496114
R20,2020-01-02 09:15,-17563.3374,14251.6729,-11737.6118,-1.363582,0.888915,3.119476
R20,2020-01-02 09:45,-19267.6504,15659.4653,-5740.1528,-0.531815,0.630851,3.500957
R20,2020-01-02 10:15,-19519.4463,16372.5454,702.4800,0.231170,0.123985,3.610899
R20,2020-01-02 10:45,-18539.7759,15993.5869,7090.6914,0.821342,-0.568749,3.440926
R20,2020-01-02 11:15,-16710.5239,14271.6016,12929.5542,1.166466,-1.349928,3.004554
R20,2020-01-02 11:45,-14505.9019,11150.3794,17767.4316,1.237526,-2.103566,2.336028
R20,2020-01-02 12:15,-12409.7617,6784.9780,21230.9727,1.052844,-2.714174,1.487493
R20,2020-01-02 12:45,-10832.6831,1523.5068,23053.7471,0.674229,-3.085718,0.524812
R20,2020-01-02 13:15,-10042.6753,-4142.7329,23096.3945,0.195928,-3.157336,-0.477611
R20,2020-01-02 13:45,-10120.8994,-9652.5259,21356.8945,-0.271732,-2.913277,-1.442558
R20,2020-01-02 14:15,-10949.6021,-14459.4214,17970.3394,-0.621264,-2.385479,-2.295869
R20,2020-01-02 14:45,-12234.0708,-18114.0713,13198.3340,-0.766386,-1.648417,-2.972021
R20,2020-01-02 15:15,-13554.8774,-20330.8857,7408.8779,-0.656839,-0.807085,-3.419068
R20,2020-01-02 15:45,-14441.7178,-21028.2759,1048.2197,-0.287239,0.019939,-3.602571
R20,2020-01-02 16:15,-14456.6323,-20336.0034,-5393.2485,0.301510,0.719602,-3.508241
R20,2020-01-02 16:45,-13272.7964,-18568.5264,-11418.5322,1.028481,1.202525,-3.143086
R20,2020-01-02 17:15,-10735.7666,-16168.7578,-16562.1953,1.785686,1.417265,-2.534954
R20,2020-01-02 17:45,-6896.8735,-13631.5596,-20426.2485,2.455641,1.358264,-1.730469
R20,2020-01-02 18:15,-2013.0068,-11419.6221,-22711.0010,2.930619,1.066226,-0.791533
R20,2020-01-02 18:45,3487.4521,-9885.7041,-23238.4810,3.130484,0.620777,0.209379
R20,2020-01-02 19:15,9067.1973,-9214.1748,-21966.5596,3.016076,0.126650,1.194782
R20,2020-01-02 19:45,14160.9546,-9391.6479,-18992.6099,2.595968,-0.304366,2.088176
R20,2020-01-02 20:15,18261.6191,-10211.6831,-14546.2939,1.925372,-0.572699,2.820043
R20,2020-01-02 20:45,20997.3662,-11312.8354,-8971.9297,1.097334,-0.608237,3.333359
R20,2020-01-02 21:15,22186.9556,-12243.7026,-2701.7280,0.227649,-0.382648,3.588145
R20,2020-01-02 21:45,21864.0337,-12543.9990,3777.9990,-0.564013,0.085387,3.564674
R20,2020-01-02 22:15,20266.4302,-11827.9175,9964.9492,-1.173570,0.732917,3.265013
R20,2020-01-02 22:45,17792.3721,-9855.6191,15380.1118,-1.529290,1.462965,2.712788
R20,2020-01-02 23:15,14931.1357,-6580.7422,19605.0444,-1.603039,2.160547,1.951201
R20,2020-01-02 23:45,12179.8945,-2165.9126,22314.1479,-1.414159,2.711696,1.039515
R21,2020-01-02 00:15,7042.5269,-24435.1157,-2178.3184,-0.124579,-0.356696,3.583046
R21,2020-01-02 00:45,6593.5698,-24285.3857,4272.0498,-0.332756,0.531322,3.537570
R21,2020-01-02 01:15,5997.4780,-22528.8208,10392.7012,-0.287716,1.408569,3.219080
R21,2020-01-02 01:45,5697.9585,-19291.5918,15711.3052,-0.010509,2.158033,2.652179
R21,2020-01-02 02:15,6061.4961,-14896.1548,19817.3872,0.435374,2.681584,1.880545
R21,2020-01-02 02:45,7309.7930,-9812.5078,22393.8374,0.954879,2.915620,0.963573
R21,2020-01-02 03:15,9476.8857,-4586.0342,23241.2900,1.437543,2.841079,-0.028138
R21,2020-01-02 03:45,12398.1455,246.2988,22293.5522,1.776277,2.486184,-1.018162
R21,2020-01-02 04:15,15733.1396,4237.7295,19622.9097,1.885682,1.921495,-1.930047
R21,2020-01-02 04:45,19018.7515,7098.1387,15434.8555,1.716881,1.248033,-2.693194
R21,2020-01-02 05:15,21743.9351,8734.2729,10052.5361,1.266378,0.580426,-3.248336
R21,2020-01-02 05:45,23433.8281,9257.1567,3892.0005,0.577438,0.027822,-3.552208
R21,2020-01-02 06:15,23729.2500,8955.5229,-2569.9458,-0.266352,-0.324252,-3.581023
R21,2020-01-02 06:45,22448.2803,8239.7407,-8832.7871,-1.154294,-0.428057,-3.332410
R21,2020-01-02 07:15,19619.5088,7565.7300,-14411.3252,-1.966387,-0.281393,-2.825648
R21,2020-01-02 07:45,15481.2954,7351.7446,-18873.5288,-2.592752,0.072345,-2.100141
R21,2020-01-02 08:15,10447.0767,7902.1152,-21874.1665,-2.951392,0.551842,-1.212281
R21,2020-01-02 08:45,5042.4722,9350.8481,-23181.5391,-3.001330,1.051929,-0.230990
R21,2020-01-02 09:15,-175.3809,11634.5752,-22695.2681,-2.748944,1.461660,0.767699
R21,2020-01-02 09:45,-4702.9448,14499.3872,-20453.8198,-2.246511,1.683353,1.706553
R21,2020-01-02 10:15,-8165.8667,17540.4199,-16631.2749,-1.583236,1.649426,2.513094
R21,2020-01-02 10:45,-10372.7271,20267.6011,-11523.6680,-0.870300,1.334224,3.125166
R21,2020-01-02 11:15,-11338.2832,22186.6602,-5525.9854,-0.222399,0.758906,3.495686
R21,2020-01-02 11:45,-11272.6060,22881.9644,898.3906,0.261172,-0.011430,3.596226
R21,2020-01-02 12:15,-10538.1235,22087.4541,7253.4375,0.512754,-0.877917,3.419171
R21,2020-01-02 12:45,-9581.9023,19733.9126,13048.6836,0.507225,-1.723679,2.978261
R21,2020-01-02 13:15,-8854.5273,15964.7173,17836.9131,0.265779,-2.432591,2.307504
R21,2020-01-02 13:45,-8729.1577,11117.4204,21248.5020,-0.148034,-2.907965,1.458549
R21,2020-01-02 14:15,-9434.2417,5674.1255,23019.8032,-0.639318,-3.088059,0.496745
R21,2020-01-02 14:45,-11011.1060,188.7080,23013.4561,-1.098066,-2.955931,-0.503833
R21,2020-01-02 15:15,-13303.5239,-4797.2783,21229.1016,-1.417968,-2.541994,-1.466009
R21,2020-01-02 15:45,-15981.1250,-8836.3438,17803.6689,-1.514676,-1.918873,-2.315398
R21,2020-01-02 16:15,-18592.9150,-11641.1182,13001.1279,-1.340525,-1.189362,-2.986149
R21,2020-01-02 16:45,-20642.1719,-13123.9175,7192.3818,-0.893219,-0.469433,-3.426086
R21,2020-01-02 17:15,-21670.3364,-13403.3169,826.7319,-0.216990,0.130915,-3.600862
R21,2020-01-02 17:45,-21335.9141,-12776.6909,-5602.9370,0.604043,0.525783,-3.496731
R21,2020-01-02 18:15,-19475.1016,-11663.3633,-11598.5293,1.459252,0.667433,-3.121696
R21,2020-01-02 18:45,-16133.8706,-10527.9849,-16695.5991,2.229388,0.553882,-2.504893
R21,2020-01-02 19:15,-11566.0151,-9797.1060,-20499.5566,2.805972,0.228757,-1.694284
R21,2020-01-02 19:45,-6197.3916,-9783.0493,-22716.3208,3.108929,-0.226545,-0.752843
R21,2020-01-02 20:15,-562.2554,-10627.9033,-23175.0127,3.099526,-0.707050,0.246417
R21,2020-01-02 20:45,4777.7856,-12277.0132,-21840.9766,2.786485,-1.102322,1.226139
R21,2020-01-02 21:15,9318.8545,-14486.3730,-18818.2075,2.224298,-1.315475,2.110621
R21,2020-01-02 21:45,12689.9966,-16862.6328,-14341.0742,1.504077,-1.279902,2.831640
R21,2020-01-02 22:15,14706.2393,-18929.0430,-8756.0366,0.738470,-0.970952,3.333673
R21,2020-01-02 22:45,15390.9736,-20206.3457,-2494.7910,0.043129,-0.410628,3.578141
R21,2020-01-02 23:15,14964.1748,-20295.1655,3959.0791,-0.482184,0.335464,3.546338
R21,2020-01-02 23:45,13798.6245,-18946.1982,10107.3809,-0.769761,1.168428,3.240835
R22,2020-01-02 00:15,-3190.9585,-16908.6860,-18767.1387,0.695897,-2.489302,2.133728
R22,2020-01-02 00:45,-2403.0361,-20952.9556,-14246.5869,0.198395,-1.959399,2.856453
R22,2020-01-02 01:15,-2381.0576,-23823.0576,-8617.2534,-0.140678,-1.198308,3.357521
R22,2020-01-02 01:45,-2772.2686,-25186.4155,-2316.7241,-0.252516,-0.303853,3.597266
R22,2020-01-02 02:15,-3137.0303,-24908.1909,4164.3081,-0.110817,0.605109,3.556770
R22,2020-01-02 02:45,-3030.6978,-23071.9678,10321.1133,0.263583,1.408109,3.239458
R22,2020-01-02 03:15,-2086.5166,-19964.7432,15675.1133,0.806231,2.002712,2.670739
R22,2020-01-02 03:45,-85.2051,-16028.8999,19811.6914,1.420100,2.321023,1.895752
R22,2020-01-02 04:15,3000.6855,-11789.5210,22412.4429,1.992146,2.340197,0.975500
R22,2020-01-02 04:45,6995.0640,-7769.5049,23279.3188,2.412500,2.085306,-0.018206
R22,2020-01-02 05:15,11541.0205,-4406.7573,22348.9746,2.592985,1.624232,-1.008492
R22,2020-01-02 05:45,16153.9609,-1987.0825,19696.5376,2.481927,1.055607,-1.919354
R22,2020-01-02 06:15,20296.2261,-603.5020,15528.8555,2.072903,0.491926,-2.681350
R22,2020-01-02 06:45,23460.9180,-148.2358,10168.0098,1.406101,0.040652,-3.236660
R22,2020-01-02 07:15,25251.3481,-338.2124,4026.4951,0.562176,-0.213639,-3.543245
R22,2020-01-02 07:45,25443.3521,-769.6011,-2424.0723,-0.350382,-0.223226,-3.577850
R22,2020-01-02 08:15,24020.5107,-992.2905,-8688.4795,-1.212317,0.014870,-3.337676
R22,2020-01-02 08:45,21176.6343,-592.0752,-14285.1973,-1.912419,0.458317,-2.840644
R22,2020-01-02 09:15,17285.0542,732.9272,-18782.7974,-2.365097,1.026369,-2.124182
R22,2020-01-02 09:45,12839.5713,3114.2295,-21832.9248,-2.523873,1.613123,-1.242615
R22,2020-01-02 10:15,8376.4688,6483.0698,-23197.3823,-2.388621,2.105102,-0.263273
R22,2020-01-02 10:45,4390.1655,10573.9556,-22767.2222,-2.005287,2.400333,0.738463
R22,2020-01-02 11:15,1256.2783,14961.5664,-20572.1875,-1.458032,2.425817,1.684868
R22,2020-01-02 11:45,-825.1582,19125.3999,-16779.4917,-0.854984,2.150435,2.501941
R22,2020-01-02 12:15,-1856.7134,22531.7744,-11681.6909,-0.309883,1.591022,3.125369
R22,2020-01-02 12:45,-2036.1089,24719.6260,-5674.3154,0.077317,0.810425,3.505856
R22,2020-01-02 13:15,-1715.4136,25375.6362,775.1167,0.237567,-0.092260,3.613286
R22,2020-01-02 13:45,-1333.8052,24385.8237,7164.2065,0.144526,-0.997695,3.439292
R22,2020-01-02 14:15,-1335.4956,21854.7231,12995.7144,-0.180999,-1.785789,2.997922
R22,2020-01-02 14:45,-2087.0273,18088.8730,17817.0464,-0.674803,-2.355266,2.324363
R22,2020-01-02 15:15,-3808.2139,13547.5708,21255.7842,-1.240456,-2.639948,1.471869
R22,2020-01-02 15:45,-6528.4805,8769.4282,23048.3452,-1.765919,-2.618983,0.507269
R22,2020-01-02 16:15,-10075.8472,4287.2529,23059.6196,-2.142673,-2.319431,-0.494477
R22,2020-01-02 16:45,-14100.1729,545.4619,21292.3276,-2.284118,-1.810935,-1.456178
R22,2020-01-02 17:15,-18126.5425,-2166.4917,17885.7251,-2.140214,-1.193528,-2.304274
R22,2020-01-02 17:45,-21629.8555,-3754.1021,13104.0801,-1.706073,-0.580709,-2.974271
R22,2020-01-02 18:15,-24118.3320,-4325.1260,7316.0181,-1.023173,-0.080568,-3.415407
R22,2020-01-02 18:45,-25212.4189,-4163.4487,966.3682,-0.173103,0.222001,-3.594283
R22,2020-01-02 19:15,-24706.3813,-3674.0796,-5457.4370,0.735156,0.279168,-3.497250
R22,2020-01-02 19:45,-22602.6689,-3308.4043,-11462.0410,1.582355,0.087940,-3.131419
R22,2020-01-02 20:15,-19113.4771,-3481.9487,-16585.3589,2.257816,-0.309410,-2.524231
R22,2020-01-02 20:45,-14629.1191,-4498.1489,-20431.6729,2.676972,-0.832361,-1.721557
R22,2020-01-02 21:15,-9658.1250,-6490.7266,-22702.0938,2.794803,-1.375529,-0.784464
R22,2020-01-02 21:45,-4748.5850,-9394.3940,-23218.0796,2.612948,-1.826335,0.215218
R22,2020-01-02 22:15,-403.3896,-12949.1201,-21936.1108,2.179263,-2.084117,1.200248
R22,2020-01-02 22:45,2996.7852,-16737.7393,-18952.1436,1.579758,-2.077538,2.093908
R22,2020-01-02 23:15,5249.9727,-20251.1157,-14495.1797,0.924155,-1.777351,2.826089
R22,2020-01-02 23:45,6359.3325,-22970.3057,-8910.1270,0.327382,-1.202220,3.339012
R23,2020-01-02 00:15,-11604.1895,2719.2407,-22552.5620,1.040594,-2.912672,-0.886714
R23,2020-01-02 00:45,-10108.0854,-2765.2407,-23256.3799,0.603742,-3.131203,0.109763
R23,2020-01-02 01:15,-9462.7344,-8364.8638,-22162.5303,0.113797,-3.037631,1.097737
R23,2020-01-02 01:45,-9663.2715,-13516.3013,-19355.5518,-0.317957,-2.638286,2.000889
R23,2020-01-02 02:15,-10511.9102,-17710.0830,-15052.3394,-0.591564,-1.985885,2.749426
R23,2020-01-02 02:45,-11654.3149,-20567.5933,-9585.4512,-0.635586,-1.171122,3.285461
R23,2020-01-02 03:15,-12643.0278,-21897.0166,-3377.4668,-0.419538,-0.308017,3.567511
R23,2020-01-02 03:45,-13017.3301,-21719.0796,3091.6572,0.040538,0.484533,3.573730
R23,2020-01-02 04:15,-12386.1738,-20258.3970,9321.7339,0.684297,1.101976,3.303629
R23,2020-01-02 04:45,-10500.2456,-17901.9531,14831.0737,1.416766,1.470892,2.778117
R23,2020-01-02 05:15,-7301.0269,-15131.7031,19193.7729,2.123871,1.560550,2.037861
R23,2020-01-02 05:45,-2938.5557,-12442.5879,22072.6270,2.691198,1.387338,1.140105
R23,2020-01-02 06:15,2245.2144,-10259.6343,23245.1479,3.022911,1.011339,0.154238
R23,2020-01-02 06:45,7764.8301,-8867.9126,22620.6997,3.057657,0.525675,-0.843573
R23,2020-01-02 07:15,13063.6860,-8366.9360,20247.4795,2.778872,0.040391,-1.776231
R23,2020-01-02 07:45,17598.5063,-8657.0073,16308.8301,2.217774,-0.336428,-2.571643
R23,2020-01-02 08:15,20922.1567,-9459.7129,11109.1416,1.448538,-0.517186,-3.168279
R23,2020-01-02 08:45,22751.2310,-10369.1172,5050.3882,0.576428,-0.449867,-3.519951
R23,2020-01-02 09:15,23007.3071,-10925.0615,-1398.9312,-0.279176,-0.127168,-3.599419
R23,2020-01-02 09:45,21825.1123,-10696.2910,-7740.0679,-1.004059,0.411883,-3.400531
R23,2020-01-02 10:15,19526.3047,-9359.4321,-13482.6685,-1.507553,1.088093,-2.938707
R23,2020-01-02 10:45,16563.3164,-6760.5132,-18182.7617,-1.736956,1.795048,-2.249722
R23,2020-01-02 11:15,13442.6714,-2948.6562,-21477.0894,-1.685593,2.416667,-1.386893
R23,2020-01-02 11:45,10640.5903,1823.8169,-23111.1338,-1.393215,2.846429,-0.416937
R23,2020-01-02 12:15,8524.8970,7135.0005,-22958.7026,-0.938701,3.005094,0.585201
R23,2020-01-02 12:45,7296.1484,12455.3340,-21031.6147,-0.426304,2.854000,1.542112
R23,2020-01-02 13:15,6957.6641,17227.7534,-17478.7778,0.032258,2.401734,2.379866
R23,2020-01-02 13:45,7319.3394,20952.9829,-12574.7344,0.336902,1.703090,3.033702
R23,2020-01-02 14:15,8034.5249,23266.0083,-6698.5156,0.416302,0.850441,3.453040
R23,2020-01-02 14:45,8663.7686,23991.1797,-304.3872,0.240190,-0.041048,3.605414
R23,2020-01-02 15:15,8754.7192,23166.8823,6113.2764,-0.175237,-0.851969,3.479018
R23,2020-01-02 15:45,7924.7852,21035.7388,12058.2666,-0.769717,-1.477888,3.083636
R23,2020-01-02 16:15,5932.6216,18002.0234,17070.9644,-1.448756,-1.846042,2.449871
R23,2020-01-02 16:45,2726.4102,14563.4321,20763.8950,-2.099222,-1.926732,1.626752
R23,2020-01-02 17:15,-1539.2554,11228.5967,22851.6460,-2.608131,-1.737560,0.677916
R23,2020-01-02 17:45,-6520.8203,8434.0376,23172.8691,-2.881488,-1.339804,-0.323320
R23,2020-01-02 18:15,-11734.8252,6474.3105,21702.7021,-2.860063,-0.827600,-1.299603
R23,2020-01-02 18:45,-16630.5981,5456.8335,18554.6919,-2.529515,-0.311723,-2.175488
R23,2020-01-02 19:15,-20674.7402,5288.7964,13972.0776,-1.923184,0.099342,-2.883252
R23,2020-01-02 19:45,-23433.5571,5698.2280,8309.0679,-1.117051,0.317894,-3.368123
R23,2020-01-02 20:15,-24639.9131,6285.6323,2003.5054,-0.217692,0.291999,-3.592555
R23,2020-01-02 20:45,-24233.4771,6597.5059,-4456.9976,0.654818,0.014479,-3.539160
R23,2020-01-02 21:15,-22367.7236,6209.3755,-10572.8325,1.386227,-0.475652,-3.212084
R23,2020-01-02 21:45,-19382.5703,4804.3740,-15871.1089,1.886431,-1.099513,-2.636672
R23,2020-01-02 22:15,-15747.2471,2234.1094,-19942.2637,2.103756,-1.751425,-1.857477
R23,2020-01-02 22:45,-11982.9463,-1448.4497,-22471.6987,2.032833,-2.316499,-0.934774
R23,2020-01-02 23:15,-8578.1162,-5989.6812,-23264.0249,1.714788,-2.689837,0.060119
R23,2020-01-02 23:45,-5910.4111,-10969.6211,-22258.0776,1.229760,-2.794157,1.050345
R24,2020-01-02 20:15,-12656.1816,-16172.1602,-15156.6929,1.648015,1.272633,-2.737075
R24,2020-01-02 20:45,-9036.5977,-13863.4258,-19435.0894,2.352368,1.248723,-1.985945
R24,2020-01-02 21:15,-4296.2051,-11820.3081,-22214.0938,2.876667,0.986923,-1.081871
R24,2020-01-03 08:15,4426.3555,13882.8486,-20959.2515,-2.373946,-1.613811,-1.571184
R24,2020-01-03 16:45,-2732.5830,22775.3057,11130.5566,0.064511,-1.539941,3.173016
R26,2020-01-02 00:15,12809.7827,-12302.2461,18338.4849,-0.938708,2.332492,2.219777
R26,2020-01-02 02:15,11453.5801,8992.5068,20951.2847,0.677429,2.790514,-1.571777
R26,2020-01-02 11:15,-16130.3359,11563.9829,16057.1079,1.345436,-1.746132,2.609125
R26,2020-01-02 12:15,-11608.7046,2943.8325,22542.2920,1.011919,-2.916059,0.899989
R26,2020-01-02 13:45,-9819.9316,-13309.1577,19424.3950,-0.342621,-2.641873,-1.987510
R26,2020-01-02 21:15,22904.4492,-11182.3828,1346.3154,-0.272773,-0.130653,3.597645
R26,2020-01-02 22:45,16537.8779,-6999.6191,18144.9214,-1.714571,1.802870,2.257614
R26,2020-01-02 23:45,10708.5156,1615.3872,23113.1982,-1.365016,2.855089,0.430625
